"","ID","Gene","GB_ACC","GeneDes"
"201019_s_at","201019_s_at","EIF1AX","NM_001412","0003723 // RNA binding // inferred from electronic annotation /// 0003743 // translation initiation factor activity // inferred from electronic annotation /// 0008135 // translation factor activity, nucleic acid binding // traceable author statement /// 0044822 // poly(A) RNA binding // inferred from direct assay"
"201022_s_at","201022_s_at","DSTN","NM_006870","0003779 // actin binding // inferred from electronic annotation"
"201023_at","201023_at","TAF7","NM_005642","0003700 // sequence-specific DNA binding transcription factor activity // inferred from direct assay /// 0003713 // transcription coactivator activity // inferred from direct assay /// 0005515 // protein binding // inferred from physical interaction /// 0008134 // transcription factor binding // inferred from physical interaction /// 0035035 // histone acetyltransferase binding // inferred from physical interaction /// 0042809 // vitamin D receptor binding // inferred from physical interaction /// 0044212 // transcription regulatory region DNA binding // inferred from direct assay /// 0046966 // thyroid hormone receptor binding // inferred from physical interaction"
"201034_at","201034_at","ADD3","BE545756","0003779 // actin binding // inferred from electronic annotation /// 0005198 // structural molecule activity // inferred from electronic annotation /// 0005200 // structural constituent of cytoskeleton // traceable author statement /// 0005516 // calmodulin binding // inferred from electronic annotation"
"201049_s_at","201049_s_at","RPS18","NM_022551","0003676 // nucleic acid binding // inferred from electronic annotation /// 0003723 // RNA binding // inferred from electronic annotation /// 0003735 // structural constituent of ribosome // not recorded /// 0005515 // protein binding // inferred from physical interaction /// 0019843 // rRNA binding // inferred from electronic annotation /// 0044822 // poly(A) RNA binding // inferred from direct assay"
"201094_at","201094_at","RPS29","NM_001032","0003735 // structural constituent of ribosome // inferred from direct assay /// 0008270 // zinc ion binding // inferred from direct assay /// 0046872 // metal ion binding // inferred from electronic annotation"
"201097_s_at","201097_s_at","ARF4","NM_001660","0000166 // nucleotide binding // inferred from electronic annotation /// 0003924 // GTPase activity // inferred from electronic annotation /// 0004871 // signal transducer activity // inferred from electronic annotation /// 0005154 // epidermal growth factor receptor binding // inferred from direct assay /// 0005515 // protein binding // inferred from physical interaction /// 0005525 // GTP binding // inferred from direct assay /// 0019001 // guanyl nucleotide binding // inferred from electronic annotation /// 0031683 // G-protein beta/gamma-subunit complex binding // inferred from electronic annotation"
"201134_x_at","201134_x_at","COX7C","NM_001867","0004129 // cytochrome-c oxidase activity // inferred from electronic annotation"
"201138_s_at","201138_s_at","SSB","BG532929","0000049 // tRNA binding // traceable author statement /// 0000166 // nucleotide binding // inferred from electronic annotation /// 0003676 // nucleic acid binding // inferred from electronic annotation /// 0003723 // RNA binding // inferred from electronic annotation /// 0003729 // mRNA binding // traceable author statement /// 0005515 // protein binding // inferred from physical interaction /// 0044822 // poly(A) RNA binding // inferred from direct assay"
"201144_s_at","201144_s_at","EIF2S1","NM_004094","0003723 // RNA binding // inferred from electronic annotation /// 0003743 // translation initiation factor activity // inferred from direct assay /// 0005515 // protein binding // inferred from physical interaction /// 0043022 // ribosome binding // inferred from direct assay /// 0044822 // poly(A) RNA binding // inferred from direct assay"
"201162_at","201162_at","IGFBP7","NM_001553","0005515 // protein binding // inferred from physical interaction /// 0005520 // insulin-like growth factor binding // inferred from electronic annotation /// 0019838 // growth factor binding // inferred from electronic annotation"
"201163_s_at","201163_s_at","IGFBP7","NM_001553","0005515 // protein binding // inferred from physical interaction /// 0005520 // insulin-like growth factor binding // inferred from electronic annotation /// 0019838 // growth factor binding // inferred from electronic annotation"
"201172_x_at","201172_x_at","ATP6V0E1","NM_003945","0005215 // transporter activity // non-traceable author statement /// 0015078 // hydrogen ion transmembrane transporter activity // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation /// 0042625 // ATPase activity, coupled to transmembrane movement of ions // inferred from sequence or structural similarity /// 0046961 // proton-transporting ATPase activity, rotational mechanism // traceable author statement"
"201175_at","201175_at","TMX2","NM_015959",""
"201200_at","201200_at","CREG1","NM_003851","0003714 // transcription corepressor activity // traceable author statement /// 0008134 // transcription factor binding // inferred from electronic annotation /// 0010181 // FMN binding // inferred from electronic annotation /// 0016491 // oxidoreductase activity // inferred from electronic annotation"
"201238_s_at","201238_s_at","CAPZA2","BC005338","0003779 // actin binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from electronic annotation"
"201240_s_at","201240_s_at","SPCS2","NM_014752","0008233 // peptidase activity // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation"
"201254_x_at","201254_x_at","RPS6","NM_001010","0003735 // structural constituent of ribosome // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0019901 // protein kinase binding // inferred from physical interaction /// 0044822 // poly(A) RNA binding // inferred from direct assay"
"201257_x_at","201257_x_at","RPS3A /// SNORD73A","NM_001006","0003723 // RNA binding // non-traceable author statement /// 0003735 // structural constituent of ribosome // not recorded /// 0005515 // protein binding // inferred from physical interaction /// 0044822 // poly(A) RNA binding // inferred from direct assay"
"201260_s_at","201260_s_at","SYPL1","NM_006754","0005215 // transporter activity // inferred from electronic annotation"
"201263_at","201263_at","TARS","NM_003191","0000166 // nucleotide binding // inferred from electronic annotation /// 0004812 // aminoacyl-tRNA ligase activity // inferred from electronic annotation /// 0004829 // threonine-tRNA ligase activity // non-traceable author statement /// 0004829 // threonine-tRNA ligase activity // traceable author statement /// 0005524 // ATP binding // inferred from electronic annotation /// 0016874 // ligase activity // inferred from electronic annotation /// 0016876 // ligase activity, forming aminoacyl-tRNA and related compounds // inferred from electronic annotation /// 0042803 // protein homodimerization activity // non-traceable author statement"
"201273_s_at","201273_s_at","SRP9","NM_003133","0003723 // RNA binding // traceable author statement /// 0005047 // signal recognition particle binding // traceable author statement /// 0008312 // 7S RNA binding // inferred from electronic annotation"
"201293_x_at","201293_x_at","LOC101060363 /// PPIA","NM_021130","0003755 // peptidyl-prolyl cis-trans isomerase activity // inferred from direct assay /// 0005515 // protein binding // inferred from physical interaction /// 0016853 // isomerase activity // inferred from electronic annotation /// 0042277 // peptide binding // inferred from electronic annotation /// 0044822 // poly(A) RNA binding // inferred from direct assay /// 0046790 // virion binding // non-traceable author statement /// 0051082 // unfolded protein binding // traceable author statement"
"201302_at","201302_at","ANXA4","NM_001153","0004859 // phospholipase inhibitor activity // non-traceable author statement /// 0005509 // calcium ion binding // inferred from direct assay /// 0005544 // calcium-dependent phospholipid binding // inferred from direct assay /// 0005544 // calcium-dependent phospholipid binding // non-traceable author statement /// 0042802 // identical protein binding // inferred from physical interaction /// 0048306 // calcium-dependent protein binding // inferred from physical interaction /// 0051059 // NF-kappaB binding // inferred from physical interaction"
